DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
11805	__label2__	5	Y	Kitchen	B003FG4OW6	"Happy Sales HSCH83/S, Bamboo Chopsticks Gift Set Rabbit Natural Color"	Nice quality chopsticks.	"I purchased these for my son, he uses them almost every day and they still look as nice when I first got them."
11806	__label2__	5	Y	Camera	B004OR15K4	B+W 49mm XS-Pro Clear with Multi-Resistant Nano Coating (007M)	This is the best . . . look no further.	"B+W is the brand you want if you're looking for superior optics.  It makes zero sense to purchase an excellent lens, only to cheapen your optics with less than ideal filtering.  The 007M clear filter vs. the haze filter version was selected because it does not have the slightly yellow cast the of the haze filter model.  You'll pay a few dollars more but it's well worth it.  The Multi-Nano coating makes for very easy cleaning as well with no smudges."
11807	__label2__	5	N	Camera	B00AR95ESC	Sony HDR-PJ790V High Definition Handycam Camcorder with 3.0-Inch LCD (Black) (Discontinued by Manufacturer)	"Wow, what features!"	"This video camera is pretty freakin' amazing, I have to say. My last video camera was from years ago (so long that it used tape!), so this was my first experience with a digital video camera. I don't think I have to say I came away impressed.<br /><br />First of all, I wasn't looking forward to having to buy a bunch of storage for a digital video camera. Storage is expensive, plus keeping track of cards is just annoying. Well, imagine my surprise when I discovered that this video camera has almost 100 GB of internal storage! That's enough for almost 40 hours of recording, which is more than I'd use it before pulling the data off.<br /><br />When you take it out of the box, the way the camera is built is a little disconcerting. This camera has pretty incredible image stabilization, which prevents your video from reflecting the natural shakiness of your arm. But to do that, the internal bits of the camera float around inside. Basically, when you take it out and hear things thumping around in the camera you're probably going to think it's broken. But no, that's how it's supposed to be, and you'll get used to it.<br /><br />My favorite feature of the camera is its built-in projector. No longer do you have to wait to unload video from the memory card before watching! The projector is such a great feature, and it works very well. Image quality is sharp and it's pretty intuitive to use.<br /><br />Overall, I'm impressed with this camera. It is on the expensive side, but you're getting a lot for your money here, as this thing is feature-packed."
11808	__label2__	5	Y	Video DVD	B0029Z8K7E	Monster [Blu-ray]	LOOOOOOVE THIS MOVIE	oh my god i love this movie. and i'm so glad it came out on blu ray. weird quirky story but a must own
11809	__label2__	5	N	Sports	B004UG9W9A	SKLZ Weighted Vest - Variable Weight Training Vest	Strong good quality - 20 half pound weights - retain good range of motion	"The main surprise was the range of motion this vest allows.  This is a great vest for conditioning with good weight distribution in upper body pockets.  The weights are easy to load and unload.  Granted, 10 pounds is not that much weight for the upper body, but it makes a big difference for things like climbing stairs and practicing MMA.<br /><br />The inside has enough padding to prevent the 10 pounds of weights (20 half pounds) from creating discomfort.<br /><br />Unlike a lot of people, I do not believe in using this for basketball because it just puts more torque on the knees."
11810	__label2__	4	Y	Toys	B0001H09F8	Matchbox Car Wash Adventure Set	my 3 year old loved it	"my 3 year old loves to play with this in the bath.  he'd seen it on a you tube video and wanted one.  as a grown up...it's a little awkward, but it's not for me."
11811	__label2__	5	N	Grocery	B0097M5LQU	"Ghirardelli Peppermint Bark, 16.07 Ounce"	A holiday favorite	"These peppermint bark chocolates are one of my favorite Christmas treats. Like Peeps at Easter and Candy Corn at Halloween, peppermint bark at Christmas is a long time favorite. These have milk chocolate on the bottom, white chocolate on the top and little tiny flakes of peppermint candy cane all inside. Delicious. And wrapped in a candy cane stripped wrapper, they even look festive seasonal set out in a bowl. Love them!"
11812	__label2__	5	Y	Furniture	B00A8YJGLM	HERCULES Series 400 lb. Capacity Big & Tall Black Mesh Executive Swivel Office Chair	great chair im a heavy set guy and this chairs ...	great chair<br />im a heavy set guy and this chairs holds up great. made of steel and easy to assemble very sturdy.<br />i work in the chair from 3-4 hours so far and feels comfortable. very pleased with it . holds up well .<br />recommend it to anybody who wants a good chair.
11813	__label2__	5	Y	Office Products	B003VKRE6Y	"1-LINE On/Off Switch for Telephone, Fax, DSL Modem and Any Device connected to a 1-line Phone Jack. The Telephone Remote Interrupt Control Kit. The ""TRICK"". Amazon Exclusive!"	On off switch for your phone The Greatest device since The phone.	"This handy little device? Is one of the BEST things that could have happened to any phone which dosent have a Ringer Off Switch. This little device allows your phone to ring when you want it to. NOT when some harrasser wants it to. All one has to do. Is connect your phone line to the device. The device then hooks into your phone jack on the wall. It was a toggle switch. Marked Red for Off  Blue for On.<br />  You will need to get one for each of your phones. As it will not work on an exstention phone unless you buy another for it. . So buy two. It will save you a lot of unwanted being woken up in the morning at 8AM or at Night at 8PM. No one has a right to call your number without your consent. After all YOU pay the Phone Bill. No one else.<br />I have an unlisted number, Caller ID and Call Blocking. But they can get past all that with a little help from ""Their "" Friends at the Phone company<br /><br /> So if your paying for an UNLISTED PRIVATE Number as I am.  Thank Your Phone Company for passing it out.  As they have done more than once. It will do you no good to change your phone number. Pay a fee to the phone company to have a new numnber.  And the VERY NEXT DAY the SCUM BAGS have your new number AGAIN !!<br />They have a ""Crystal ball"".... you know....Or a ""Good Ole Boy""... in the Phone Company who ""charges you for a new number"". ""Bills you for an unlisted ,Private Number"".  Then passes it out like  ""Candy"".  Reach Out, Reach Out and Harrass someone  with the help of your phone company. With this device?  NO MORE !!<br />I congratulate the Inventor and wish you continued success. In Keeping our RIGHTS to Privacey a sacred part of the U.S. ""BILL OF RIGHTS"". To be secure in your home and poesseions.<br />Think of how much MONEY the Phone Comapny is making off of YOU and I, and The Ones who pay them for free access to YOUR PRIVATE, UNLISTED, phone number. That your paying the Phone Company to keep Private. I think it's time for a Class Action Lawsuit America we? are being cheated, abused, and lied to with an Unlisted Number. When they take it upon themselves to GIVE IT AWAY for a Buck !! Yours, Mine, and the Scum Bags. who pay to get it from the Phone Company. As we pay to keep our PRIVATE information Private.<br />Three Cheers to Grandpa & Grandma Company. They? understand OUR Rights Under Federal Law and the Bill of Rights ! To be secure in our homes and Free from Harrassment !!"
11814	__label2__	4	N	Lawn and Garden	B0026OOS60	Chainmate CM-24SSP 24-Inch Survival Pocket Chain Saw With Pouch	comfortable to hold	"Haven't had the chance to use it yet but it is sturdily built, comfortable to hold, the chain is of quality and very sharp.  I have no doubt it will serve me well.  Much nicer and more effective than those flimsy little wire saws you see advertised all the time."
11815	__label2__	3	Y	Camera	B000FU2AMG	OP/TECH USA 5301422 Bino/Cam Harness - Elastic	Works Fine	"Used this harness once, on a week long trip to Hawaii, and it worked fine but I have not used it since.  The concept is good but I'm more of a grab my camera case and go person.  This harness slows me down but it does have its uses and I'm glad to have it around for those times when I want to use it."
11816	__label2__	5	Y	Baby	B005XJ2VGE	"Graco Blossom 4-in-1 Comvertible High Chair Seating System, Vance"	Great high chair!	"This works great with our bar-height table.  It is easy to use, seems comfortable for her, and fairly easy to clean.  I have nothing to compare it to as these are what the daycare uses as well.  I can't imagine running the dishwasher every single night so no comment on whether it fits or not, but I'm sure it does.  It takes a minute to just clean it in the sink.  It looks nice in our kitchen.  I feel that our child is secure in it."
11817	__label2__	4	Y	Beauty	B000052YKM	"Stri-Dex Medicated Pads, Maximum Strength, 90-Count Containers, (Pack of 3)"	This stuff is great for your skin	This stuff is great for your skin! Use it once a day or every other day! Helps get rid of redness and build up in pores.
11818	__label2__	4	N	Sports	B00NQWTQTA	iPong Mini Table Tennis Trainer Robot	"Cool, fun and simple for $40...but you may want to look towards the iPong Topspin Training Robot (for the same price) instead..."	"When it comes to Table Tennis Training Robots, iPong is known for the various products.<br /><br />Of course, the products can go anywhere from $40 to over a $100 but for those wanting a cheaper alternative may want to give the iPong Mini Ball holder a chance.<br /><br />For its pricepoint, it's not going to hold over a 100 balls (it holds 20), no accessories or special spins, but still the iPong Mini Ball holder is great for its simple use and that is for people who want to train when it comes to aiming and targeting their shots.<br /><br />The iPong Mini Ball Holder takes four AA batteries  - Note that the battery tray is held by a screw, takes 40mm (not 38mm) Ping Pong Balls and put 20 in there and turn the power on and you're ready to go.<br /><br />Balls are consistent and it's a lot of fun to play and use and see if you can land a ball on the top opening.<br /><br />Again, this is great for simplicity but if you want more of a challenge, check out the iPong Topspin Table Tennis Training Robot which holds more balls (110), has more features (comes with a remote) and cost the same as the iPong Mini Ball Holder.  It's just that it's flourescent green and not as cool looking as this iPong Mini Ball Holder.<br /><br />Nevertheless, it all comes down to you and your training.  If you want more challenge but more bang for under $40, then definitely go with the iPong Topspin Training Robot, as this iPong Mini Ball Holder may be too simplistic for its price and doesn't hold as many balls.  Personally, I feel that the iPong Mini Ball Holder, should have come with 20 balls and that would have made this holder a must-buy.<br /><br />But on its own... 4/5 stars"
11819	__label2__	5	N	Kitchen	B00JZXYG9O	Basily Stainless Steel Drinking Straw - The Perfect Smoothie Straw	Suck It Up!	"Titatnium is an interesting metal of choice for when it comes to straws. But i see why they company chose it. For one, it's a solid straw. Won't break like those plastic or disposable ones. The straw is angeled just right for easy drinking. No more straws getting lost in cups or having to fight the lid. It won't slip through the top of hte cup completely.<br /><br />One thing about this straw is when you suck, it doesn't bend in, like a disposable straw. It is dishwasher safe, so i toss it in with my other utensils and it gets cleaned and sanitized. I feel more green already since I don't throw away straws anymore.<br /><br />This is a pretty solid straw, as i don't see it being able to be broken. It comes in a pack of 4, and a brush to clean to help the inside. As it's titanium, also dishwasher safe so make clean up a breeze!"
11820	__label2__	5	Y	Jewelry	B00CZ7HO0U	TWINKLE Bracelet Vintage Silver Infinite Bracelet Love White Blue Leather Rope Cross Infinity (2) White	I love these cute bracelets so much that I bought 3	I love these cute bracelets so much that I bought 3. One for me one for my daughter and one for my sissy! We love them
11821	__label2__	5	Y	Video Games	B003URSUSE	PS3 Eye Camera Mounting Clip	Works well	Works as advertised. Holds the camera well on my flat screen. Is somewhat adjustable but may not work well on a really thin TV.
11822	__label2__	4	N	Video DVD	B00B1E6FF8	Zero Dark Thirty (Blu-ray/DVD Combo + UltraViolet Digital Copy)	(3.5 STARS) Too Long But Ultimately Rewarding Experience	"In a way Kathryn Bigelow's ""Zero Dark Thirty"" is a very ambitious movie, probably more ambitious than her previous ""The Hurt Locker"" in that her new thriller deals with a more recent event: death of al-Qaeda leader Osama bin Laden.<br /><br />For some (or most) potential viewers, ""Zero Dark Thirty"" will not be what they expect. If you are looking for a more dramatic and action-packed fact-based thriller, you may find Bigelow's slow-paced narrative style frustrating. Sometimes there are so many details going on, that though each sequence is absorbing, the 157-film film itself feels too long and uneven.<br /><br />Jessica Chastain plays Maya, the film's protagonist about whom we know nothing about, except that she is determined to track down Osama bin Laden. Chastain's strong acting effectively shows us the change her character must undergo over the course of the investigation, though the reason for her determination, or obsession, is not explained.<br /><br />Some reviewers compare the semi-documentary approach of ""Zero Dark Thirty"" to that of ""Zodiac,"" a David Fincher film made in 2007. In both, we audiences know where the film is going. We expect the process of revealing the truth to be concise and clear (possibly with a character we can identify with), while the film gives only detailed accounts of events, which mat look real but feel drawn-out.<br /><br />Though I prefer a more accessible approach with a faster narrative and characters with back stories, I found ""Zero Dark Thirty"" to be a rewarding experience, even though I admit I had to be very patient at times trying to follow the narrative thread."
11823	__label2__	3	Y	Musical Instruments	B003H8MXQQ	Electric Acoustic Bass Guitar Black Solid Wood Construction With Equalizer New	"inexepensive, a bit rough around the edges"	"Bought this to have an acoustic bass. It does have pickup with EQ which does work fairly well. The edges of the frets are a bit rough and could use some smoothing out. The intonation leaves much to be desired but what the heck does one expect for such a low price. There is quite a bit of fret buzz at certain places due to these issues. Overall it is fun to play and did not break my bank for a stand-by, casual use acoustic bass. Would never use for live performance - this simply is not a professional level instrument. But if you are looking to get your feet wet, it will be a decent starter bass. Only problem with it now is that even an inexpensive gig bag type case costs nearly as much as I paid for the bass!"
11824	__label2__	5	Y	Shoes	B001HN6S7I	"Madden Girl Women's Sanguine Boot,Brown Paris,7.5 M US"	Super Cute	My first paitr of cow boy boots and I Love these!! Very rich looking and comfy. I ordered a size 7.5 and they have lil room but wearing socks and they are great!!! I bought the brown and now want the black as well.
11825	__label2__	4	Y	Grocery	B004DDEQAU	"Russell Stover Assorted Chocolate Caramels & Chews, 11.5-Ounce Boxes (Pack of 3)"	Great for the price	3 boxes for this price?  Great buy!  Just like out the store and I saved some money too. Great to give as gifts too.
11826	__label2__	5	Y	Video DVD	6305075328	Crimes and Misdemeanors	MORALITY PLAY !!!!	LIfe is random ! There is no rhyme or reason for the good to be loaded down with bad luck and the immoral rewarded.  There is added humor to this film plus a plot to murder. Another Woody Allen KEEPER !!!
11827	__label2__	3	N	Video DVD	B00005JNGN	Personal Best	Pretty good if not great	"For its time, this was probably quite a shocker and explored some territory that we were not used to seeing in film:  lesbians in a relationship and in the world of sports.<br /><br />The two weak points for me were Hemingway, who was not such a great actress; and the fact that the movie seemed to drag on much longer than it needed to.  Otherwise, it is nicely shot and has a good core story."
11828	__label2__	5	N	Kitchen	B00004SGFH	KitchenAid FGA Food Grinder Attachment for Stand Mixers	From mixer to mincer	"I have been interested in making my own sausage for a while now, which meant I needed a meat grinder.  I was tempted by those big metal hand-cranked grinders just because they look cool, but finally decided on function over form and got this Food Grinder attachment for my KitchenAid, along with the [[ASIN:B00004SGFQ Sausage Stuffer]].  I know that this grinder has been hit-and-miss with a lot of people.  I did some research on how best to use it, and followed the advice of chilling both the meat and the grinder before use.  I cut my meat into small, serviceable chunks and I was ready to go.  I am happy to report that I am on the ""hit"" side of hit-and-miss.  Both the grinder and sausage stuffer worked just fine, and I had a great time making my sausage.  Granted, everything wasn't entirely smooth; it took some practice and experience to get used to just how much meat I could put in the grinder at once, how fast I could run the mixer, and how much pressure I could exert on the plunger to keep the meat grinding steady into the sausage casings.  If I pressed to hard or went to fast, the meat had a tendency to squish up the sides.  I did have a slight residue of that famous ""food safe grease"" on the grinder after I was finished, but it was a tiny amount and didn't get on the meat.  I wonder if chilling the actual grinder before using it helped out with that problem?  Either way it washed off easily.  I wouldn't recommend the ""KitchenAid Food Grinder"" for anyone doing heavy-duty mince-making.  This is not a commercial-grade product, and doing more than a few pounds is going to take a long time.  But for someone like me who just wants to add a new menu item to what can come out of their kitchen, it works just fine."
11829	__label2__	4	N	Musical Instruments	B000Z7C9T8	Yamaha MG102C 10 Input Stereo Mixer	Fits my needs and budget	"I needed a mixer for my home studio and this one has all that I need to start out. The fact that it has two channels of compression is nice and the four mic preamps will cover all my needs for now. My only complaint is that I wish the output to amp was xlr or balanced 1/4"" instead of instrument cable 1/4"". Other than that I feel like I chose the best mixer between Behrenger, Mackie, Souncraft and Yamaha for 99 USD!"
11830	__label2__	5	N	Home Improvement	B00APTS03K	"Philips 424382 11-watt A19 LED Household Dimmable Light Bulb, Soft White"	Future of Lighting	"I'm in the process of replacing all of the light bulbs in my house with LED due to their very low power consumption, substantially longer life than compact fluorescent bulbs, and that they hold their original lumen rating longer than CFLs.<br /><br />The color of this bulb is soft white, which is really more of a soft yellow. While the daylight color makes seems like it would be more appealing -- who wouldn't want to be bathed in daylight -- its white color is too intense and reminds me of office building lighting. Soft white is much more calming. In my opinion daylight only really works in the kitchen, garage and as an outdoor floodlight."
11831	__label2__	4	N	Books	804138877	"Centered Leadership: Leading with Purpose, Clarity, and Impact"	Practical and Inspirational	"Joanna Barsh, a 30 year veteran of McKinsey, takes the reader on a journey through self paced and extremely insightful exercises to arrive at a better place for leadership and self awareness in this easy to read but challenging book.  Barsh begins by focusing on the element of centering.  Centering crossed my path as &#34;centering prayer&#34; several years ago, and revolves around self awareness, stillness and connection as well as grounding.  Barsh crosswalks this meditative practice to an active implementation in &#34;Centered Leadership&#34;.<br /><br />The book begins with a useful introduction to centered leadership, and an introduction to the five components which make up the centered leadership facets:<br /><br />* Framing - self awareness, pausing and adaptability<br />* Connecting - Trust relationships, networks and community, sponsorships<br />* Engaging - Presence, ownership and taking risks and action<br />* Energizing - Energy balance, recovery and sustaining practices<br />* Meaning - Happiness, core strengths and purpose<br /><br />Barsh then walks the reader through each of the five elements, accompanied by a series of self reflective and team exercised designed to awaken and develop each of the five facets.  At the end, she hopes that he reader will have improved their leadership impact, self-fulfillment and resilience.<br /><br />Ultimately, the book is a useful tool - as much for self awareness and self development as to provide enlightening leadership techniques.  Barth seems to embrace the approach that to lead, one must first take care of themselves and understand (perhaps even &#34;center&#34;) themselves for maximum effectiveness.  It is a worthwhile read, and the exercises are thought provoking and useful."
11832	__label2__	4	N	Books	1440229945	A Parent's Guide to the Best Kids' Comics: Choosing Titles Your Children Will Love	Graphic Novels and Comic Books Even an Adult Might Love	"Robins and Wildsmith look at comic books and graphic novels they believe are appropriate from pre-school through 8th grade in this book.  All but one of their recommendations includes both cover art and a full page of the comic for the reader to consider.  If the series or graphic novel has won awards these are noted next before topics of an educational nature are listed along with a rare website that expands upon these often very basic life lessons.  ""Heads Up"" lists some issues that might concern some parents like name calling or violence or potty humor for example.  ""What's Next..."" suggests other comic books or graphic novels that touch upon the same themes or use the same genre.<br /><br />I was pleasantly surprised at the wide range of genres and the quality of artistry included in this guide.  Indeed the range is so great that I was surprised that some of these comic books or graphic novels were appropriate for this age range.  For example the ""My Boyfriend is a Monster"" series seem more for 9+ grade than 6-8 to me but perhaps we are pushing our girls to think about dating at earlier and earlier ages.  Likewise ""Bone"" was a shocker to see in these pages since we've always considered this a high school or adult graphic novel around my house.<br /><br />Regardless Robins and Wildsmith give us enough information to make an informed decision before we buy any of these for our children or children we know.  I can't say this is worth buying given how many new comic books and graphic novels can come out every year but you should definitely borrow it from the library and check it out before you pop into your local comic book shop and buy something for a child in your life."
11833	__label2__	3	Y	Baby	B006JFTRLS	"oogaa Baby Mealtime Set – Easy Clean, Baby Safe – Blue and Green"	cute for meals	"I have looked at this for a while now and finally decided to purchase it.  I have to be honest, it's not as cute in person as it looks online.  It is fun but I don't know that I would purchase it again."
11834	__label2__	5	Y	Luggage	B007NVMKVQ	Filson Medium Field Bag (Otter Green)	"Binoculars, lunch and a couple of beers."	During my scouting (not hunting) this make for a very light bag to hop in the Polaris with and watch the whitetails come into the field.  A little smaller in capacity than I expected - but still a great addition to my very large Filson collection.  Go Filson!
11835	__label2__	4	N	Luggage	B00MWWBKVM	"Uncharted Ultra-Lite Packing Cube 3 Piece Set, Navy, One Size"	"Lightweight, nice quality, small"	"These packing cubes are very lightweight, soft and floppy.  Because they are floppy, I wouldn't expect them to protect clothes from wrinkling in a suitcase.  But because they are so lightweight, they will be great for organizing casual clothes and gear when you are trying to reduce the luggage weight.<br /><br />I have been looking for some packing accessories for an upcoming horseback trip.  Our luggage will have weight restrictions, and everything must be packed into soft-sided duffels. These Uncharted packing cubes will be perfect for organizing some of my stuff within the duffels.  I won't have to dump out the whole duffel just to find my clean socks. These packing cubes are very lightweight, very smooth, and the mesh venting will be nice for letting the contents air out in the tent overnight, without unpacking everything.<br /><br />They seem to be well made with tight stitching and dual direction zippers.  They are much smaller than I expected, though.  The largest one will fit two to three T-shirts.  The smallest one is barely larger than my phone, although it is several inches deep."
11836	__label2__	5	N	Video DVD	B004BSWC80	Waist Deep [Blu-ray]	Loved this movie	"I like Tyrese in all movies I've seen him in. I think he's a great actor. I don't like to see him play a bad guy because he's just too likeable. I didn't know what to expect of this movie. I did get hooked as soon as I sat down. It's not a movie you can walk away from. I cried at all the right spots and laughed at all the right spots. It was a great movie; great action, drama, and acting."
11837	__label2__	5	Y	Health & Personal Care	B0006HUVXI	"Rayovac UltraPro Alkaline C Batteries, 12-Pack with Recloseable Lid (ALC-12)"	"Batteries are generally equal to each other, but this package is great for future use.,"	"What I love more than anything is the packaging. The batteries are the same as come in those cardboard and cellophane packages at Wal-Mart, but here, you have a nice case that can keep be used later for other things.<br /><br />Batteries are batteries. Alkaline batteries, in general, are close enough to other alkaline batteries that you don't need to worry that much about which brand name you buy.<br /><br />So, in this case, I made my decision both on price and on packaging."
11838	__label2__	5	Y	Health & Personal Care	B0070YFJH8	"Durex Ring of Bliss Vibrating Ring, 1 Count"	Fun Practical Gift	"This item was bought for my son, and given to him at his bridal shower as a fun gift. Although humor was intended, the gift will have a practical use as well. Reasonably priced, and great customer service accompanied the product."
11839	__label2__	5	Y	Outdoors	B000VT2HKQ	"Pro Gold Products ProGold ProLink Chain Lube, 4oz"	Look like good product	"I did purchase this ""Pro Gold Pro Link Chain Lube"" for my new bike. Do this one is better then other brand? I don't know. I hope so, according to other reviews I make my decision :-))"
11840	__label2__	4	N	Outdoors	B003JILWUW	"Energizer Ultimate Lithium Headlight, 3-AA Ultimate Lithium Batteries Included"	Bright and very useful	"I found this headlight to be a very useful product.  I had no problems with the brightness of the lamp or its longevity.  It has a red light (actually two LED bulbs), two white light intensity settings, and a flashing bright white light setting.  It is quite bright, more than bright enough, even on the lower brightness setting, for use illuminating a local area when I am doing some home repair.  It also comes with a flashing green following light (a small green LED located at the back of the battery pack) that someone can use to follow someone wearing the headlamp.<br /><br />Pros -<br />· The lamp can be adjusted to give a direct ahead beam or a beam that is tilted down to light the ground immediately ahead or when using it for repair work to direct the beam to the correct location.<br />· The unit comes with lithium batteries.<br />· The red light is useful for dark adaptation and for hunting animals that are not sensitive to red light.<br />· The lower intensity white light increases the battery life.  The flashing bright light setting also increases the battery life, while still giving the maximum brightness.<br />· The unit has a flashing green following light, located on the battery pack, which is useful when the light is used with a group of people walking on a trail.<br /><br />Cons -<br />· The battery pack is located at the back of the headband and is very bulky.  This prevented wearing the unit under a hardhat and I could not use it on top of my hardhat as it slipped off.<br />· Since I do not use the headlight for leading people along a trail, I found the following light to be a battery waster.  Unfortunately there is no switch to turn this feature off.  The manufacturer states that the following lamp draws very little power, but even a little is too much when the lamp is sitting unused in my workshop for months at a time. I had to open the battery pack and remove a battery to break the circuit in order to turn it off when the lamp was not in use.When I replaced the battery the following light was turned off.  There is, however, no way to turn off the following light when the headlamp is in use.<br /><br />All in all, this is the headlamp that I use around the house when I need a local ""hands free"" light.  When I finish using the headlamp I have to use the approach described above to turn off the following lamp, which I find to be not only annoying, but I am afraid that constantly having to open and close the battery pack will lead to an eventual failure of the closure clasp.  Had there been an on/off switch for the following lamp I would have rated this product at 5-stars instead of 4."
11841	__label2__	5	Y	Lawn and Garden	B000WER6A6	Remington RM5124TH  Dual Action 5 Amp 24-Inch Electric Hedge Trimmer with Titanium Blades	POWAHHH!	"This bad boy is no joke.  It feels almost like I am using a chainsaw sometimes.  The trigger mechanism is annoying, but I can see it's safety uses.  It has cut through pretty much everything I have thrown at it but larger trunks.  I cut my seagrapes back with this no problem.<br /><br />It does get a bit heavy to hold up higher, and also if a trunk is just the right size to get caught in the teeth it can make it snap back a bit.  Plenty of power and works great, though!"
11842	__label2__	4	Y	Camera	B00I2N6NVC	Q-See QT5682-4E3-1 8 Channel Full 960H System with 4 High-Resolution 960H/700TVL Cameras and 1TB Hard Drive (Gray)	The installation was easy which was running wires under and around the house	"The installation was easy which was running wires under and around the house, but understanding the menus and the manual was more difficult. I thought the pictures could be sharper, but one can identify faces that come in range of the cameras. So far I have not had any incidences requiring searching for them on the disk. I do not have the system hooked to the internet."
11843	__label2__	4	Y	Home Entertainment	B007V8I83U	Vizio VSB202 40-Inch High Definition Sound bar	Got this as an x-mas gift.	Got this for a family member that has an LG 42&#34; TV I was worried that it wouldn't hook up to a different brand but the included optical cable worked and movies sound much better.  Just know that if you put this in front of your TV you might have to put something under the stand as the sound bar might block the remote signal receiver on the set.
11844	__label2__	5	N	Video DVD	B000B5XOWA	Airplane! (Don't Call Me Shirley! Edition)	I am serious. And don't call me Shirley	"Airplane! is not just A comedy movie, but one of THE comedy movies -- movies like ""Monty Python and the Holy Grail,"" ""Shaun of the Dead"" and ""Young Frankenstein.""<br /><br />And honestly, it deserves to be in that august company. This is one of the funniest movies ever, with a constant barrage of gags, running jokes, spoofs and parodies of various movies (""Saturday Night Fever,"" to name one) -- it never stoops to pretending to have any dramatic weight, but simply buries you in hilarity. Surely you'll enjoy this!<br /><br />Desperate to win back his ex-girlfriend Elaine (Julie Hagerty) , former pilot Ted Striker (Robert Hays) follows her on an outgoing plane. It's actually his postwar trauma about planes that has led to their breakup, and now he boards the plane -- along with nuns, Hare Krishnas, an ill child, jive guys, and many others -- to prove his love for her.<br /><br />But as he tells stories of his romance to increasingly suicidal passengers, a REAL crisis arises: food poisoning! All the fish on the flight have gone bad, causing most of the passengers and the whole flight crew to become horribly ill. Only Ted has the chance to land the plane safely, with the guidance of the increasingly erratic people on the ground, and the advice of a kindly but not too helpful doctor (Leslie Nielson).<br /><br />""Airplane!"" bombards you with jokes -- crude jokes (boobs!), pop culture references (Kareem Abdul-Jabbar), word puns (""... and don't call me Shirley""), parodies of other movies, characters being overly literal, random gags (Captain Oveur suffering the food poisoning symptoms) and running gags that they milk just long enough (""Looks like I picked the wrong week to stop..."").<br /><br />In other words, it's packed with so many jokes that it nearly explodes. And yet it flows naturally from one ridiculous gag to the next, like a vast patchwork quilt of hilarity where everything fits. Directors Jim Abrahams, David Zucker and Jerry Zucker never let the humor go slack;the one sentimental moment in the movie is handled as a parody (""Win one for the Zipper!"") and the mortal peril they're in is played for laughs.<br /><br />Example: when the flight crew gets sick, Elaine has to activate the autopilot... which is a big inflatable faux-pilot. When he later deflates, she has to blow him back up in a very suggestive way.<br /><br />And all the acting is spot-on -- everybody plays their roles with exaggerated seriousness, whether it's Hays' lethally boring tales of his life or Nielson providing ""uplifting"" encouragement at all the wrong times. Even the small roles are handled with deadly, hammy seriousness.<br /><br />Other highlights include Peter Graves as the not-so-secretly gay pilot (""Joey, do you like movies about gladiators?""), Kareem Abdul-Jabbar as Roger Murdock as Kareem Abdul-Jabbar, Hagerty as the baby-voiced Elaine, and Robert Stack as the grizzled, macho yet insane Rex Kramer.<br /><br />A mere description of a plot and a few of the jokes can't sufficiently describe ""Airplane!"", one of the greatest comedy movies of all time. Insanely, uproariously funny."
11845	__label2__	5	Y	Baby	B000A7V1EM	"Chicco Caddy Hook On Chair, Red"	Great Item	My daughter loves it for use with our granddaughter.  Keep in mind that it is not recommeded or safe for use with glass tables.  it is great for restaurants!
11846	__label2__	5	Y	Home Improvement	B000HARY6Q	"Hansgrohe 27411823 Standard Shower Arm and Flange, 6-Inch, Brushed Nickel"	Excellent	worked as expected.  color matched and not issues.  Don't forget to put a shower head on the end of it.
11847	__label2__	3	N	Pet Products	B0021L8W6K	FroliCat BOLT Interactive Laser Pet Toy	"Kittens like it, older cats ignore it"	"My kittens liked this when they were under 3 months old.  About the 3 month mark, they lost interest in it.  The older cats won't play with it at all.  I still would buy it though as it helped me to entertain my kittens."
11848	__label2__	5	Y	Beauty	B003282VZE	bareMinerals Well-Rested for Eyes	Great concealer	"I am very happy with this product. At first I tried applying it with the Bare Minerals concealer brush, but I found it sat on top of my skin, creased, and looked grainy. I wasn't at all happy with it. Then inspiration struck. Mix it with a dab of eye cream or moisturizer and apply it as a cream. This works perfectly. It covers smoothly, without creasing or looking grainy. It works great under the eyes, across the bridge of the nose, and on any blemishes. I couldn't be happier with it."
11849	__label2__	2	Y	Wireless	B00475XLFA	"Premium Rubberized Snap-on Hard Crystal Front and Rear Case Cover for Apple iPod Touch 4G, 4th Generation, 4th Gen - hot pink compatible with 8GB / 32GB / 64GB"	Color bleeds off	Bought this for my wife's ipod touch and if your fingers are wet or sweaty the color will bleed onto your fingers.
